FNo,ObjectCount,Time,Type,Boxes
949,2,360.23199999999997,"['Hatchback', 'Hatchback']","[[(192, 254), (22, 208)], [(117, 166), (48, 191)]]"
950,2,345.119,"['Sedan', 'Hatchback']","[[(113, 169), (38, 174)], [(193, 251), (40, 222)]]"
951,2,271.836,"['Sedan', 'Sedan']","[[(195, 254), (55, 246)], [(109, 169), (19, 156)]]"
952,2,297.234,"['Hatchback', 'Hatchback']","[[(177, 259), (77, 267)], [(109, 167), (6, 143)]]"
953,2,303.054,"['Hatchback', 'Sedan']","[[(174, 261), (90, 283)], [(110, 168), (0, 130)]]"
954,2,316.954,"['Hatchback', 'Sedan']","[[(173, 261), (122, 293)], [(106, 170), (0, 122)]]"
955,2,395.995,"['Hatchback', 'Sedan']","[[(198, 255), (133, 325)], [(107, 168), (0, 103)]]"
956,2,342.058,"['Hatchback', 'Hatchback']","[[(175, 260), (149, 339)], [(106, 168), (0, 81)]]"
957,2,314.768,"['Hatchback', 'Hatchback']","[[(172, 266), (184, 347)], [(106, 168), (0, 70)]]"
958,2,291.997,"['Hatchback', 'Sedan']","[[(103, 168), (3, 50)], [(198, 257), (190, 360)]]"
959,1,154.001,['Sedan'],"[[(192, 252), (218, 357)]]"
960,1,119.999,['Hatchback'],"[[(189, 255), (241, 356)]]"
961,1,215.998,['Hatchback'],"[[(187, 256), (252, 360)]]"
962,1,188.29199999999997,['Hatchback'],"[[(185, 259), (268, 358)]]"
963,1,172.05599999999998,['Sedan'],"[[(181, 262), (291, 356)]]"
964,0,0.0,NA,NA
965,0,0.0,NA,NA
966,0,0.0,NA,NA
967,0,0.0,NA,NA
968,0,0.0,NA,NA
969,0,0.0,NA,NA
970,0,0.0,NA,NA
971,0,0.0,NA,NA
972,0,0.0,NA,NA
973,0,0.0,NA,NA
974,0,0.0,NA,NA
975,0,0.0,NA,NA
976,0,0.0,NA,NA
977,0,0.0,NA,NA
978,0,0.0,NA,NA
979,0,0.0,NA,NA
980,0,0.0,NA,NA
981,0,0.0,NA,NA
982,0,0.0,NA,NA
983,0,0.0,NA,NA
984,0,0.0,NA,NA
985,0,0.0,NA,NA
986,0,0.0,NA,NA
987,0,0.0,NA,NA
988,0,0.0,NA,NA
989,0,0.0,NA,NA
990,0,0.0,NA,NA
991,0,0.0,NA,NA
992,0,0.0,NA,NA
993,0,0.0,NA,NA
994,0,0.0,NA,NA
995,0,0.0,NA,NA
996,0,0.0,NA,NA
997,0,0.0,NA,NA
998,0,0.0,NA,NA
999,0,0.0,NA,NA
1000,0,0.0,NA,NA
1001,0,0.0,NA,NA
1002,0,0.0,NA,NA
1003,0,0.0,NA,NA
1004,0,0.0,NA,NA
1005,0,0.0,NA,NA
1006,0,0.0,NA,NA
1007,0,0.0,NA,NA
1008,0,0.0,NA,NA
1009,0,0.0,NA,NA
1010,0,0.0,NA,NA
1011,0,0.0,NA,NA
1012,0,0.0,NA,NA
1013,0,0.0,NA,NA
1014,0,0.0,NA,NA
1015,0,0.0,NA,NA
1016,0,0.0,NA,NA
1017,0,0.0,NA,NA
1018,0,0.0,NA,NA
1019,0,0.0,NA,NA
1020,0,0.0,NA,NA
1021,0,0.0,NA,NA
1022,0,0.0,NA,NA
1023,0,0.023,NA,NA
1024,0,0.0,NA,NA
1025,0,0.0,NA,NA
1026,0,0.0,NA,NA
1027,0,0.0,NA,NA
1028,0,0.0,NA,NA
1029,0,0.0,NA,NA
1030,0,0.0,NA,NA
1031,0,0.0,NA,NA
1032,0,0.0,NA,NA
1033,0,0.0,NA,NA
1034,0,0.0,NA,NA
1035,0,0.0,NA,NA
1036,0,0.0,NA,NA
1037,0,0.0,NA,NA
1038,0,0.0,NA,NA
1039,0,0.0,NA,NA
1040,0,0.0,NA,NA
1041,1,171.393,['Hatchback'],"[[(119, 181), (309, 358)]]"
1042,0,1.0,NA,NA
1043,1,187.815,['Sedan'],"[[(109, 178), (274, 359)]]"
1044,1,181.596,['Sedan'],"[[(113, 178), (261, 360)]]"
1045,1,151.64600000000002,['Hatchback'],"[[(111, 181), (240, 360)]]"
1046,1,180.625,['Hatchback'],"[[(119, 181), (227, 358)]]"
1047,1,197.259,['Hatchback'],"[[(126, 177), (210, 359)]]"
1048,1,212.578,['Hatchback'],"[[(119, 182), (180, 348)]]"
1049,1,153.756,['Hatchback'],"[[(120, 180), (181, 332)]]"
1050,1,204.083,['Hatchback'],"[[(119, 182), (152, 322)]]"
1051,1,264.68199999999996,['Hatchback'],"[[(122, 181), (125, 301)]]"
1052,1,202.36599999999999,['Hatchback'],"[[(124, 177), (125, 277)]]"
1053,1,186.038,['Hatchback'],"[[(118, 183), (97, 270)]]"
1054,1,152.311,['Hatchback'],"[[(118, 181), (80, 242)]]"
1055,1,175.394,['Hatchback'],"[[(121, 180), (68, 229)]]"
1056,1,164.972,['Hatchback'],"[[(119, 181), (39, 224)]]"
1057,1,171.98,['Hatchback'],"[[(120, 183), (35, 199)]]"
1058,1,181.84,['Hatchback'],"[[(123, 178), (17, 184)]]"
1059,1,143.66899999999998,['Hatchback'],"[[(116, 179), (0, 163)]]"
1060,1,204.58399999999997,['Hatchback'],"[[(120, 180), (0, 145)]]"
1061,1,222.492,['Hatchback'],"[[(113, 177), (0, 127)]]"
1062,1,151.562,['Hatchback'],"[[(124, 180), (0, 107)]]"
1063,1,142.278,['Hatchback'],"[[(115, 182), (0, 97)]]"
1064,1,161.831,['Hatchback'],"[[(111, 182), (0, 76)]]"
1065,1,214.659,['Sedan'],"[[(105, 181), (0, 62)]]"
1066,0,0.0,NA,NA
1067,0,0.0,NA,NA
1068,0,0.0,NA,NA
1069,0,0.0,NA,NA
1070,0,0.0,NA,NA
1071,0,0.0,NA,NA
1072,0,0.0,NA,NA
1073,0,0.0,NA,NA
1074,0,0.0,NA,NA
1075,0,0.0,NA,NA
1076,0,0.0,NA,NA
1077,0,0.0,NA,NA
1078,0,0.0,NA,NA
1079,0,0.0,NA,NA
1080,0,0.0,NA,NA
1081,0,0.0,NA,NA
1082,0,0.0,NA,NA
1083,0,0.0,NA,NA
1084,0,0.0,NA,NA
1085,0,0.0,NA,NA
1086,0,0.0,NA,NA
1087,0,0.0,NA,NA
1088,0,0.0,NA,NA
1089,0,0.0,NA,NA
1090,0,0.0,NA,NA
1091,0,0.0,NA,NA
1092,0,0.0,NA,NA
1093,0,0.0,NA,NA
1094,0,0.0,NA,NA
1095,0,0.0,NA,NA
1096,0,0.0,NA,NA
1097,0,0.0,NA,NA
1098,0,0.0,NA,NA
1099,0,0.0,NA,NA
1100,0,0.0,NA,NA
1101,0,0.0,NA,NA
1102,0,0.0,NA,NA
1103,0,0.0,NA,NA
1104,0,0.0,NA,NA
1105,0,0.0,NA,NA
1106,0,0.0,NA,NA
1107,0,0.0,NA,NA
1108,0,0.0,NA,NA
1109,0,1.0,NA,NA
1110,0,0.0,NA,NA
1111,0,0.0,NA,NA
1112,1,118.44200000000001,['Sedan'],"[[(122, 179), (335, 360)]]"
1113,1,156.282,['Sedan'],"[[(123, 182), (317, 360)]]"
1114,1,146.998,['Hatchback'],"[[(119, 185), (300, 358)]]"
1115,1,164.988,['Hatchback'],"[[(116, 184), (286, 358)]]"
1116,1,144.999,['Hatchback'],"[[(120, 185), (271, 356)]]"
1117,1,162.021,['Sedan'],"[[(122, 183), (256, 360)]]"
1118,1,181.801,['Hatchback'],"[[(121, 187), (231, 360)]]"
1119,1,121.047,['Sedan'],"[[(128, 181), (217, 360)]]"
1120,1,202.28199999999998,['Hatchback'],"[[(121, 184), (193, 354)]]"
1121,1,122.122,['Sedan'],"[[(123, 184), (186, 332)]]"
1122,1,162.077,['Hatchback'],"[[(124, 184), (163, 321)]]"
1123,1,127.438,['Sedan'],"[[(122, 183), (152, 302)]]"
1124,1,179.21599999999998,['Sedan'],"[[(123, 184), (136, 281)]]"
1125,1,147.007,['Hatchback'],"[[(120, 184), (112, 266)]]"
1126,1,151.298,['Hatchback'],"[[(121, 181), (104, 243)]]"
1127,1,160.132,['Sedan'],"[[(123, 185), (82, 234)]]"
1128,1,186.526,['Sedan'],"[[(122, 181), (70, 216)]]"
1129,1,131.92999999999998,['Sedan'],"[[(122, 183), (52, 195)]]"
1130,1,173.624,['Sedan'],"[[(120, 182), (31, 182)]]"
1131,1,141.447,['Sedan'],"[[(121, 179), (16, 162)]]"
1132,1,133.47400000000002,['Sedan'],"[[(122, 180), (9, 145)]]"
1133,1,160.713,['Sedan'],"[[(122, 177), (0, 133)]]"
1134,1,126.31,['Sedan'],"[[(121, 178), (0, 123)]]"
1135,1,210.503,['Sedan'],"[[(122, 181), (0, 102)]]"
1136,1,154.435,['Sedan'],"[[(116, 181), (0, 82)]]"
1137,1,153.53300000000002,['Sedan'],"[[(116, 182), (0, 71)]]"
1138,1,159.23000000000002,['Sedan'],"[[(109, 181), (3, 49)]]"
1139,1,137.806,['Sedan'],"[[(107, 173), (0, 37)]]"
1140,0,0.0,NA,NA
1141,0,0.0,NA,NA
1142,0,0.0,NA,NA
1143,0,0.0,NA,NA
1144,0,0.0,NA,NA
1145,0,0.0,NA,NA
1146,0,0.0,NA,NA
1147,0,0.0,NA,NA
1148,0,0.0,NA,NA
1149,0,0.0,NA,NA
1150,0,0.0,NA,NA
1151,0,0.0,NA,NA
1152,0,0.0,NA,NA
1153,0,0.0,NA,NA
1154,0,0.0,NA,NA
1155,0,0.0,NA,NA
1156,0,2.0349999999999997,NA,NA
1157,0,0.0,NA,NA
1158,0,0.0,NA,NA
1159,0,0.0,NA,NA
1160,0,0.0,NA,NA
1161,0,0.0,NA,NA
1162,0,0.0,NA,NA
1163,0,0.0,NA,NA
1164,0,0.0,NA,NA
1165,0,0.0,NA,NA
1166,0,0.0,NA,NA
1167,0,0.0,NA,NA
1168,0,0.0,NA,NA
1169,0,0.0,NA,NA
1170,0,0.0,NA,NA
1171,0,0.0,NA,NA
1172,0,0.0,NA,NA
1173,0,0.0,NA,NA
1174,0,0.0,NA,NA
1175,0,0.0,NA,NA
1176,0,0.0,NA,NA
1177,0,0.0,NA,NA
1178,0,0.0,NA,NA
1179,0,0.0,NA,NA
1180,0,0.0,NA,NA
1181,0,0.0,NA,NA
1182,0,0.0,NA,NA
1183,0,0.0,NA,NA
1184,0,0.0,NA,NA
1185,0,0.0,NA,NA
1186,0,0.0,NA,NA
1187,0,0.0,NA,NA
1188,0,0.0,NA,NA
1189,0,0.0,NA,NA
1190,0,0.0,NA,NA
1191,0,0.0,NA,NA
1192,0,0.0,NA,NA
1193,0,0.0,NA,NA
1194,0,0.0,NA,NA
1195,0,8.059000000000001,NA,NA
1196,0,0.0,NA,NA
1197,0,0.0,NA,NA
1198,0,0.0,NA,NA
1199,0,0.0,NA,NA
1200,0,0.0,NA,NA
1201,0,1.006,NA,NA
1202,0,0.0,NA,NA
1203,0,0.0,NA,NA
1204,0,0.0,NA,NA
1205,0,0.0,NA,NA
1206,0,0.0,NA,NA
1207,0,0.0,NA,NA
1208,0,0.0,NA,NA
1209,0,0.0,NA,NA
1210,0,0.0,NA,NA
1211,0,0.0,NA,NA
1212,0,0.0,NA,NA
1213,0,0.0,NA,NA
1214,0,0.0,NA,NA
1215,0,0.0,NA,NA
1216,0,0.0,NA,NA
1217,0,0.0,NA,NA
1218,0,0.0,NA,NA
1219,0,0.0,NA,NA
1220,0,0.0,NA,NA
1221,0,0.0,NA,NA
1222,0,0.0,NA,NA
1223,0,0.0,NA,NA
1224,0,0.0,NA,NA
1225,0,0.0,NA,NA
1226,0,0.0,NA,NA
1227,0,0.0,NA,NA
1228,0,0.0,NA,NA
1229,0,0.0,NA,NA
1230,0,0.0,NA,NA
1231,0,0.0,NA,NA
1232,0,0.0,NA,NA
1233,0,0.0,NA,NA
1234,0,0.0,NA,NA
1235,0,0.0,NA,NA
1236,0,0.0,NA,NA
1237,0,0.0,NA,NA
1238,0,0.0,NA,NA
1239,0,0.0,NA,NA
1240,0,0.0,NA,NA
1241,0,0.0,NA,NA
1242,0,0.0,NA,NA
1243,0,0.0,NA,NA
1244,0,0.0,NA,NA
1245,0,0.0,NA,NA
1246,0,0.0,NA,NA
1247,0,0.0,NA,NA
1248,0,0.0,NA,NA
1249,0,0.0,NA,NA
1250,0,0.0,NA,NA
1251,0,0.0,NA,NA
1252,0,0.0,NA,NA
1253,0,0.0,NA,NA
1254,0,0.9959999999999999,NA,NA
1255,0,0.0,NA,NA
1256,0,0.0,NA,NA
1257,0,0.0,NA,NA
1258,0,0.0,NA,NA
1259,0,0.0,NA,NA
1260,0,1.001,NA,NA
1261,0,0.0,NA,NA
1262,0,0.0,NA,NA
1263,0,0.0,NA,NA
1264,0,0.0,NA,NA
1265,0,0.0,NA,NA
1266,0,6.035,NA,NA
1267,0,0.0,NA,NA
1268,0,0.0,NA,NA
1269,0,0.0,NA,NA
1270,0,0.0,NA,NA
1271,0,0.0,NA,NA
1272,0,0.0,NA,NA
1273,0,0.0,NA,NA
1274,0,0.0,NA,NA
1275,0,0.0,NA,NA
1276,0,0.0,NA,NA
1277,0,0.0,NA,NA
1278,0,0.0,NA,NA
1279,0,0.0,NA,NA
1280,0,0.0,NA,NA
1281,0,0.0,NA,NA
1282,0,0.0,NA,NA
1283,0,0.0,NA,NA
1284,0,0.0,NA,NA
1285,0,0.0,NA,NA
1286,0,0.0,NA,NA
1287,0,0.0,NA,NA
1288,0,0.0,NA,NA
1289,0,0.0,NA,NA
1290,0,0.998,NA,NA
1291,0,0.0,NA,NA
1292,0,0.0,NA,NA
1293,0,0.0,NA,NA
1294,0,0.0,NA,NA
1295,0,0.0,NA,NA
1296,0,0.0,NA,NA
1297,0,0.0,NA,NA
1298,0,0.0,NA,NA
1299,0,0.0,NA,NA
1300,0,0.0,NA,NA
1301,0,0.0,NA,NA
1302,0,0.0,NA,NA
1303,0,0.0,NA,NA
1304,0,0.0,NA,NA
1305,0,0.0,NA,NA
1306,0,0.0,NA,NA
1307,0,0.0,NA,NA
1308,0,0.0,NA,NA
1309,0,0.0,NA,NA
1310,0,0.0,NA,NA
1311,0,0.0,NA,NA
1312,0,0.0,NA,NA
1313,0,1.001,NA,NA
1314,0,0.0,NA,NA
1315,0,0.0,NA,NA
1316,0,0.0,NA,NA
1317,0,0.0,NA,NA
1318,0,0.0,NA,NA
1319,0,0.0,NA,NA
1320,0,0.0,NA,NA
1321,0,0.0,NA,NA
1322,0,0.0,NA,NA
1323,0,0.0,NA,NA
1324,0,0.0,NA,NA
1325,0,0.0,NA,NA
1326,0,0.0,NA,NA
1327,0,0.0,NA,NA
1328,0,0.0,NA,NA
1329,0,0.0,NA,NA
1330,0,0.0,NA,NA
1331,0,0.0,NA,NA
1332,0,0.0,NA,NA
1333,0,0.0,NA,NA
1334,0,0.0,NA,NA
1335,0,0.0,NA,NA
1336,0,0.0,NA,NA
1337,0,0.0,NA,NA
1338,0,0.0,NA,NA
1339,0,0.0,NA,NA
1340,0,0.0,NA,NA
1341,0,0.0,NA,NA
1342,0,0.0,NA,NA
1343,0,0.0,NA,NA
1344,0,0.0,NA,NA
1345,0,0.0,NA,NA
1346,0,0.0,NA,NA
1347,0,0.0,NA,NA
1348,0,0.0,NA,NA
1349,0,0.0,NA,NA
1350,0,0.0,NA,NA
1351,0,0.0,NA,NA
1352,0,0.0,NA,NA
1353,0,0.0,NA,NA
1354,0,1.002,NA,NA
1355,0,0.0,NA,NA
1356,0,0.0,NA,NA
1357,0,0.0,NA,NA
1358,0,0.0,NA,NA
1359,0,0.0,NA,NA
1360,0,0.0,NA,NA
1361,0,0.0,NA,NA
1362,0,0.0,NA,NA
1363,0,0.0,NA,NA
1364,0,0.0,NA,NA
1365,0,0.0,NA,NA
1366,0,0.0,NA,NA
1367,0,0.0,NA,NA
1368,0,0.0,NA,NA
1369,0,0.0,NA,NA
1370,0,0.0,NA,NA
1371,0,0.0,NA,NA
1372,0,0.0,NA,NA
1373,0,0.0,NA,NA
1374,0,0.0,NA,NA
1375,0,8.012,NA,NA
1376,0,0.0,NA,NA
1377,0,0.0,NA,NA
1378,0,0.0,NA,NA
1379,0,0.0,NA,NA
1380,0,0.0,NA,NA
1381,0,0.0,NA,NA
1382,0,0.0,NA,NA
1383,0,0.0,NA,NA
1384,0,0.0,NA,NA
1385,0,0.0,NA,NA
1386,0,0.0,NA,NA
1387,0,0.0,NA,NA
1388,0,0.0,NA,NA
1389,0,0.0,NA,NA
1390,0,0.0,NA,NA
1391,0,0.0,NA,NA
1392,0,0.0,NA,NA
1393,0,0.0,NA,NA
1394,0,0.0,NA,NA
1395,0,0.0,NA,NA
1396,0,0.0,NA,NA
1397,0,0.0,NA,NA
1398,0,0.0,NA,NA
1399,0,0.0,NA,NA
1400,0,0.0,NA,NA
1401,0,0.0,NA,NA
1402,0,0.0,NA,NA
1403,0,0.023,NA,NA
1404,0,0.0,NA,NA
1405,0,0.0,NA,NA
1406,0,1.004,NA,NA
1407,0,0.0,NA,NA
1408,0,1.001,NA,NA
1409,0,0.0,NA,NA
1410,0,1.001,NA,NA
1411,0,0.0,NA,NA
1412,0,0.0,NA,NA
1413,0,0.0,NA,NA
1414,0,0.0,NA,NA
1415,0,0.0,NA,NA
1416,0,0.0,NA,NA
1417,0,0.0,NA,NA
1418,0,0.0,NA,NA
1419,0,0.0,NA,NA
1420,0,0.0,NA,NA
1421,0,0.0,NA,NA
1422,0,0.0,NA,NA
1423,0,0.0,NA,NA
1424,0,0.0,NA,NA
1425,0,0.0,NA,NA
1426,0,0.0,NA,NA
1427,0,0.0,NA,NA
1428,0,0.0,NA,NA
1429,0,0.0,NA,NA
1430,0,0.0,NA,NA
1431,0,0.0,NA,NA
1432,0,0.0,NA,NA
1433,0,0.0,NA,NA
1434,0,0.0,NA,NA
1435,0,0.0,NA,NA
1436,0,0.0,NA,NA
1437,1,161.996,['Sedan'],"[[(115, 187), (292, 360)]]"
1438,1,138.99900000000002,['Sedan'],"[[(112, 188), (266, 360)]]"
1439,1,129.997,['Sedan'],"[[(112, 181), (259, 360)]]"
1440,1,159.395,['Sedan'],"[[(102, 193), (227, 360)]]"
1441,1,131.376,['Hatchback'],"[[(120, 184), (214, 360)]]"
1442,1,151.38,['Hatchback'],"[[(108, 189), (188, 348)]]"
1443,1,112.89399999999999,['Hatchback'],"[[(123, 186), (128, 358)]]"
1444,1,202.00199999999998,['Hatchback'],"[[(123, 185), (140, 322)]]"
1445,1,162.366,['Hatchback'],"[[(123, 186), (118, 306)]]"
1446,1,161.639,['Hatchback'],"[[(121, 185), (94, 281)]]"
1447,1,151.277,['Hatchback'],"[[(122, 182), (94, 259)]]"
1448,1,161.462,['Hatchback'],"[[(122, 185), (65, 243)]]"
1449,1,110.937,['Hatchback'],"[[(121, 184), (43, 220)]]"
1450,1,125.98400000000001,['Hatchback'],"[[(122, 181), (33, 202)]]"
1451,1,115.99900000000001,['Hatchback'],"[[(120, 183), (8, 181)]]"
1452,1,138.99800000000002,['Hatchback'],"[[(120, 184), (0, 163)]]"
1453,1,157.996,['Hatchback'],"[[(125, 179), (0, 137)]]"
1454,1,200.53,['Hatchback'],"[[(120, 178), (0, 124)]]"
1455,1,160.186,['Hatchback'],"[[(124, 180), (0, 100)]]"
1456,1,141.406,['Hatchback'],"[[(121, 181), (0, 79)]]"
1457,1,210.335,['Hatchback'],"[[(116, 182), (0, 65)]]"
1458,1,211.45600000000002,['Sedan'],"[[(102, 182), (2, 48)]]"
1459,0,0.0,NA,NA
1460,0,0.0,NA,NA
1461,0,0.0,NA,NA
1462,0,0.0,NA,NA
1463,0,0.0,NA,NA
1464,0,0.0,NA,NA
1465,0,1.006,NA,NA
1466,0,8.038,NA,NA
1467,0,0.0,NA,NA
1468,0,0.0,NA,NA
1469,0,0.0,NA,NA
1470,1,142.864,['Hatchback'],"[[(178, 258), (0, 80)]]"
1471,0,0.0,NA,NA
1472,1,175.485,['Hatchback'],"[[(186, 255), (1, 122)]]"
1473,1,147.643,['Hatchback'],"[[(199, 248), (7, 138)]]"
1474,0,0.0,NA,NA
1475,1,202.123,['Hatchback'],"[[(173, 259), (24, 179)]]"
1476,1,200.073,['Hatchback'],"[[(174, 258), (50, 204)]]"
1477,1,187.998,['Hatchback'],"[[(194, 253), (77, 219)]]"
1478,0,0.9970000000000001,NA,NA
1479,1,141.154,['Hatchback'],"[[(175, 257), (107, 263)]]"
1480,1,186.0,['Hatchback'],"[[(176, 258), (137, 289)]]"
1481,1,160.997,['Hatchback'],"[[(177, 259), (158, 304)]]"
1482,1,175.999,['Hatchback'],"[[(181, 258), (179, 326)]]"
1483,1,191.997,['Hatchback'],"[[(179, 258), (195, 347)]]"
1484,1,200.0,['Hatchback'],"[[(192, 257), (213, 358)]]"
1485,0,0.9990000000000001,NA,NA
1486,0,1.0,NA,NA
1487,0,0.9990000000000001,NA,NA
1488,0,0.0,NA,NA
1489,0,0.0,NA,NA
1490,0,0.0,NA,NA
1491,0,0.0,NA,NA
1492,0,0.0,NA,NA
1493,0,0.0,NA,NA
1494,0,0.0,NA,NA
